id,user,created_at,text
1049810229003804672,DarTwoDeeTwo,2018-10-09 23:53:57,Lady heroes break the patriarchy support local businesses interabangbooks where s
1049810068823257088,LeadingWPassion,2018-10-09 23:53:19,Why should any kind of violence against women be criminalized through legislation Please
1049809993027878912,TrumpWillWinnn,2018-10-09 23:53:01,This isn t about women It s a political agenda They are not fooling anyone Why ar
1049809879337246720,AntifaNMS,2018-10-09 23:52:34,RT Hamburg Vor genau einem Monat haben wir die Brosch re zum Geschlechterverh ltnis und der Notwendigkeit feministischer K mpfe rausg
1049809415145250816,Aperture_Game,2018-10-09 23:50:43,RT CuriosityCore themToo Feminism showUsYourPeanuts hashtag Pixel3 madebygoogle ToxicTrump homework school zero portal2 val
1049808758392655873,RedWaveNovember,2018-10-09 23:48:07,AMAs TaylorSwiftAMAs MAGA Feminism TuesdayThoughts wednesdaythoughts madebygoogle
1049808606877667333,RamyaAndTheWord,2018-10-09 23:47:31,I wrote an article about krav maga and my changing relationship with my female body Have a read if you re interest
1049808518319144960,annemariayritys,2018-10-09 23:47:09,Why is the empowerment of women one of the most efficient tools for developing a society
1049808144292044800,DanKimbler,2018-10-09 23:45:40,succinct point on Feminism this afternoon I would add too many have to show martyrdom and retrea
1049808010120454144,BelleRosada,2018-10-09 23:45:08,Period Sex Aversion Yes It s Personal On Intimate Justice and Period Sex Averse Partners
1049807491234758656,AnitaPita_XO,2018-10-09 23:43:05,When your woman friend suggests you watch Practical Magic read between the lines sisterhood witches feminism
1049807290641969152,bewaretheblast,2018-10-09 23:42:17,RT new ANEWS podcast up episode 84 for October 5 2k18 editorial toxic culture totw feminism the news h
1049806733575684097,LJsBraceletB,2018-10-09 23:40:04,epiconetsy feminism hero jewelry fashion handmade bracelets leather shopping giftideas girlpower
1049806198235488262,miriamcosic,2018-10-09 23:37:56,Interesting review of books on the discontents of male identity by Arlie Russell Hochschild long read
1049806047311851525,838380,2018-10-09 23:37:20,doesn t that go against the teachings of feminism clambake feminism
1049810005837455360,Dcall1951,2018-10-09 23:53:04,RT And ThatsWhySheLost was CORRECT Again HillaryClinton is now officially advocating violence aga
1049809656137150464,BONNVeeVee,2018-10-09 23:51:41,Hey Libs Is there anyone of you that can articulate your positive platform for our country If you disagree wit
1049809009216290816,Mannyotiko,2018-10-09 23:49:06,RT The biggest bloodiest myth is that revolutions require violence to succeed We can bring militarism to its knees by
1049808867390054400,RaymondPTucker,2018-10-09 23:48:33,RT Shipping this month The Behavioral Science of Firearms A MentalHealth Perspective on Guns Suicide and Violence
1049808448626425857,epochchanger,2018-10-09 23:46:53,The biggest bloodiest myth is that revolutions require violence to succeed We can bring militarism to its kne
1049808070459760642,BeauEmenogu,2018-10-09 23:45:23,RT Gang Violence USA Report A mural of Lesandro Junior Guzman Feliz near the Bronx bodega where Trinitarios members
1049807812384215041,TexasSuzB,2018-10-09 23:44:21,RT And ThatsWhySheLost was CORRECT Again HillaryClinton is now officially advocating violence aga
1049807045350674432,etalbert,2018-10-09 23:41:18,Religion should not be used to sow divisions The abuse of religion continues and is undermining hopes for peace
1049805814192623616,rio_groupie,2018-10-09 23:36:25,STOP SEXUAL VIOLENCE SGSX18
1049805381793435653,i_inkling,2018-10-09 23:34:42,WALSH Democrats Who Won t Condemn LeftWing Violence Don t Have The Temperament For Office
1049804421033598979,Momatree48,2018-10-09 23:30:53,RT And ThatsWhySheLost was CORRECT Again HillaryClinton is now officially advocating violence aga
1049803182161809408,unpackedsparkle,2018-10-09 23:25:57,RT I spent my whole life chasing after men amp others who did not want me They proved it with abuse amp sometimes even Vio
1049802709912772608,ThatGoToGuy,2018-10-09 23:24:05,RT nx New single Hood I m From OUTNOW newmusic hood columbia neighborhood trap juggseason represent lyrics rapper
